ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60603,42,10/11/2020,10/17/2020,1,15,85,1277.7,20,372,1704,31686.5,0.0,0.0,0,0,0.0,0.0,1174,60603-42,POINT (-87.625473 41.880112)
60604,42,10/11/2020,10/17/2020,1,33,128,4219.9,29,399,3708,51023,0.0,0.1,0,0,0.0,0.0,782,60604-42,POINT (-87.629029 41.878153)
60610,23,05/31/2020,06/06/2020,11,259,28,663.8,280,2222,718,5694.7,0.0,0.1,1,7,2.6,17.9,39019,60610-23,POINT (-87.63581 41.90455)
60610,25,06/14/2020,06/20/2020,9,274,23,702.2,342,2886,876,7396.4,0.0,0.1,1,9,2.6,23.1,39019,60610-25,POINT (-87.63581 41.90455)
60611,12,03/15/2020,03/21/2020,15,16,46,49.3,81,94,250,289.9,0.2,0.2,0,0,0.0,0.0,32426,60611-12,POINT (-87.620291 41.894734)
60601,30,07/19/2020,07/25/2020,8,107,54,729.1,201,1699,1370,11577.5,0.0,0.1,0,5,0.0,34.1,14675,60601-30,POINT (-87.622844 41.886262)
60614,14,03/29/2020,04/04/2020,43,120,60,168.3,140,434,196,608.6,0.3,0.3,0,1,0.0,1.4,71308,60614-14,POINT (-87.652064 41.922605)
60614,15,04/05/2020,04/11/2020,52,172,73,241.2,175,609,245,854,0.3,0.3,8,9,11.2,12.6,71308,60614-15,POINT (-87.652064 41.922605)
60614,16,04/12/2020,04/18/2020,32,204,45,286.1,206,815,289,1142.9,0.2,0.2,15,24,21.0,33.7,71308,60614-16,POINT (-87.652064 41.922605)
60614,17,04/19/2020,04/25/2020,68,272,95,381.4,289,1104,405,1548.2,0.2,0.2,8,32,11.2,44.9,71308,60614-17,POINT (-87.652064 41.922605)
60615,11,03/08/2020,03/14/2020,,,,,6,9,14,21.7,,,0,0,0.0,0.0,41563,60615-11,POINT (-87.602725 41.801993)
60603,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,1174,60603-10,POINT (-87.625473 41.880112)
60603,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,1174,60603-11,POINT (-87.625473 41.880112)
60603,12,03/15/2020,03/21/2020,,,,,1,1,85,85.2,,,0,0,0.0,0.0,1174,60603-12,POINT (-87.625473 41.880112)
60603,13,03/22/2020,03/28/2020,,,,,3,4,256,340.7,,,0,0,0.0,0.0,1174,60603-13,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,4,8,341,681.4,,,0,0,0.0,0.0,1174,60603-14,POINT (-87.625473 41.880112)
60603,15,04/05/2020,04/11/2020,,,,,5,13,426,1107.3,,,0,0,0.0,0.0,1174,60603-15,POINT (-87.625473 41.880112)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-10,POINT (-87.629029 41.878153)
60604,11,03/08/2020,03/14/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,0,0,0,,,0,0,0.0,0.0,782,60604-12,POINT (-87.629029 41.878153)
60604,13,03/22/2020,03/28/2020,,,,,7,7,895,895.1,,,0,0,0.0,0.0,782,60604-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,3,10,384,1278.8,,,0,0,0.0,0.0,782,60604-14,POINT (-87.629029 41.878153)
60604,16,04/12/2020,04/18/2020,,,,,3,14,384,1790.3,,,0,0,0.0,0.0,782,60604-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,10,24,1279,3069.1,0.2,0.2,0,0,0.0,0.0,782,60604-17,POINT (-87.629029 41.878153)
60604,18,04/26/2020,05/02/2020,5,11,639,1406.6,14,38,1790,4859.3,0.4,0.3,0,0,0.0,0.0,782,60604-18,POINT (-87.629029 41.878153)
60604,19,05/03/2020,05/09/2020,3,14,384,1790.3,12,50,1534,6393.9,0.2,0.3,0,0,0.0,0.0,782,60604-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,17,384,2173.9,13,63,1662,8056.3,0.2,0.3,0,0,0.0,0.0,782,60604-20,POINT (-87.629029 41.878153)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,20,203,1704,17291.3,0.0,0.0,0,0,0.0,0.0,1174,60603-31,POINT (-87.625473 41.880112)
60603,34,08/16/2020,08/22/2020,0,11,0,937,13,247,1107,21039.2,0.0,0.0,0,0,0.0,0.0,1174,60603-34,POINT (-87.625473 41.880112)
60604,22,05/24/2020,05/30/2020,2,22,256,2813.3,17,91,2174,11636.8,0.1,0.2,0,0,0.0,0.0,782,60604-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,23,128,2941.2,8,99,1023,12659.8,0.1,0.2,0,0,0.0,0.0,782,60604-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,24,128,3069.1,6,105,767,13427.1,0.2,0.2,0,0,0.0,0.0,782,60604-24,POINT (-87.629029 41.878153)
60604,25,06/14/2020,06/20/2020,0,24,0,3069.1,13,118,1662,15089.5,0.0,0.2,0,0,0.0,0.0,782,60604-25,POINT (-87.629029 41.878153)
60619,12,03/15/2020,03/21/2020,28,31,46,50.6,114,124,186,202.4,0.2,0.2,0,0,0.0,0.0,61258,60619-12,POINT (-87.60569 41.744737)
60619,13,03/22/2020,03/28/2020,99,130,162,212.2,211,335,344,546.9,0.5,0.4,0,0,0.0,0.0,61258,60619-13,POINT (-87.60569 41.744737)
60619,20,05/10/2020,05/16/2020,61,765,100,1248.8,697,3478,1138,5677.6,0.1,0.2,7,50,11.4,81.6,61258,60619-20,POINT (-87.60569 41.744737)
60605,11,03/08/2020,03/14/2020,,,,,19,19,69,69,,,0,0,0.0,0.0,27519,60605-11,POINT (-87.623449 41.867824)
60618,40,09/27/2020,10/03/2020,70,2314,74,2451.4,1028,23375,1089,24763,0.1,0.1,0,53,0.0,56.1,94395,60618-40,POINT (-87.703343 41.946699)
60605,12,03/15/2020,03/21/2020,20,23,73,83.6,79,98,287,356.1,0.3,0.2,0,0,0.0,0.0,27519,60605-12,POINT (-87.623449 41.867824)
60620,20,05/10/2020,05/16/2020,80,934,118,1371.6,630,3744,925,5498.1,0.1,0.2,4,59,5.9,86.6,68096,60620-20,POINT (-87.651656 41.740873)
60604,28,07/05/2020,07/11/2020,0,25,0,3196.9,20,166,2558,21227.6,0.0,0.2,0,0,0.0,0.0,782,60604-28,POINT (-87.629029 41.878153)
60604,29,07/12/2020,07/18/2020,0,25,0,3196.9,9,175,1151,22378.5,0.0,0.1,0,0,0.0,0.0,782,60604-29,POINT (-87.629029 41.878153)
60604,34,08/16/2020,08/22/2020,4,29,512,3708.4,20,262,2558,33503.8,0.2,0.1,0,0,0.0,0.0,782,60604-34,POINT (-87.629029 41.878153)
60604,39,09/20/2020,09/26/2020,0,31,0,3964.2,12,338,1534,43222.5,0.0,0.1,0,0,0.0,0.0,782,60604-39,POINT (-87.629029 41.878153)
60601,19,05/03/2020,05/09/2020,7,63,48,429.3,74,366,504,2494,0.1,0.2,1,4,6.8,27.3,14675,60601-19,POINT (-87.622844 41.886262)
60601,26,06/21/2020,06/27/2020,4,86,27,586,145,1019,988,6943.8,0.0,0.1,0,5,0.0,34.1,14675,60601-26,POINT (-87.622844 41.886262)
60629,10,03/01/2020,03/07/2020,,,,,2,2,2,1.8,,,0,0,0.0,0.0,111850,60629-10,POINT (-87.711565 41.777061)
60601,27,06/28/2020,07/04/2020,3,89,20,606.5,131,1150,893,7836.5,0.0,0.1,0,5,0.0,34.1,14675,60601-27,POINT (-87.622844 41.886262)
60618,12,03/15/2020,03/21/2020,16,22,17,23.3,92,110,98,116.5,0.2,0.2,0,0,0.0,0.0,94395,60618-12,POINT (-87.703343 41.946699)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,24,183,2044,15587.7,0.0,0.0,0,0,0.0,0.0,1174,60603-30,POINT (-87.625473 41.880112)
60601,28,07/05/2020,07/11/2020,4,93,27,633.7,172,1322,1172,9008.5,0.0,0.1,0,5,0.0,34.1,14675,60601-28,POINT (-87.622844 41.886262)
60611,11,03/08/2020,03/14/2020,,,,,10,13,31,40.1,,,0,0,0.0,0.0,32426,60611-11,POINT (-87.620291 41.894734)
60601,31,07/26/2020,08/01/2020,9,116,61,790.5,189,1888,1288,12865.4,0.0,0.1,0,5,0.0,34.1,14675,60601-31,POINT (-87.622844 41.886262)
60601,32,08/02/2020,08/08/2020,4,120,27,817.7,183,2071,1247,14112.4,0.0,0.1,0,5,0.0,34.1,14675,60601-32,POINT (-87.622844 41.886262)
60601,33,08/09/2020,08/15/2020,8,128,54,872.2,214,2285,1458,15570.7,0.0,0.1,0,5,0.0,34.1,14675,60601-33,POINT (-87.622844 41.886262)
60602,27,06/28/2020,07/04/2020,1,15,80,1205.8,15,186,1206,14951.8,0.1,0.1,0,0,0.0,0.0,1244,60602-27,POINT (-87.628309 41.883136)
60601,34,08/16/2020,08/22/2020,7,135,48,919.9,235,2520,1601,17172.1,0.0,0.1,0,5,0.0,34.1,14675,60601-34,POINT (-87.622844 41.886262)
60602,30,07/19/2020,07/25/2020,1,18,80,1446.9,20,252,1608,20257.2,0.0,0.1,0,0,0.0,0.0,1244,60602-30,POINT (-87.628309 41.883136)
60602,32,08/02/2020,08/08/2020,0,18,0,1446.9,20,297,1608,23874.6,0.0,0.1,0,0,0.0,0.0,1244,60602-32,POINT (-87.628309 41.883136)
60607,20,05/10/2020,05/16/2020,14,419,47,1416,175,1374,591,4643.3,0.1,0.3,0,4,0.0,13.5,29591,60607-20,POINT (-87.652727 41.876104)
60603,39,09/20/2020,09/26/2020,0,13,0,1107.3,24,326,2044,27768.3,0.0,0.0,0,0,0.0,0.0,1174,60603-39,POINT (-87.625473 41.880112)
60601,39,09/20/2020,09/26/2020,8,211,54,1437.8,199,4261,1356,29035.8,0.0,0.0,1,6,6.8,40.9,14675,60601-39,POINT (-87.622844 41.886262)
60601,40,09/27/2020,10/03/2020,4,215,27,1465.1,217,4478,1479,30514.5,0.0,0.0,0,6,0.0,40.9,14675,60601-40,POINT (-87.622844 41.886262)
60601,42,10/11/2020,10/17/2020,35,256,238,1744.5,345,5049,2351,34405.5,0.1,0.1,0,6,0.0,40.9,14675,60601-42,POINT (-87.622844 41.886262)
60607,25,06/14/2020,06/20/2020,11,464,37,1568,286,2449,966,8276.2,0.0,0.2,0,4,0.0,13.5,29591,60607-25,POINT (-87.652727 41.876104)
60607,26,06/21/2020,06/27/2020,15,479,51,1618.7,303,2752,1024,9300.1,0.0,0.2,0,4,0.0,13.5,29591,60607-26,POINT (-87.652727 41.876104)
60607,27,06/28/2020,07/04/2020,8,487,27,1645.8,325,3077,1098,10398.4,0.0,0.2,0,4,0.0,13.5,29591,60607-27,POINT (-87.652727 41.876104)
60613,11,03/08/2020,03/14/2020,5,5,10,10,15,17,30,33.9,0.3,0.3,0,0,0.0,0.0,50113,60613-11,POINT (-87.661343 41.953742)
60602,39,09/20/2020,09/26/2020,0,21,0,1688.1,27,458,2170,36816.7,0.0,0.0,0,0,0.0,0.0,1244,60602-39,POINT (-87.628309 41.883136)
60601,41,10/04/2020,10/10/2020,6,221,41,1506,226,4704,1540,32054.5,0.0,0.0,0,6,0.0,40.9,14675,60601-41,POINT (-87.622844 41.886262)
60602,34,08/16/2020,08/22/2020,0,19,0,1527.3,24,335,1929,26929.3,0.0,0.1,0,0,0.0,0.0,1244,60602-34,POINT (-87.628309 41.883136)
60602,36,08/30/2020,09/05/2020,0,20,0,1607.7,26,392,2090,31511.3,0.0,0.1,0,0,0.0,0.0,1244,60602-36,POINT (-87.628309 41.883136)
60602,42,10/11/2020,10/17/2020,4,27,322,2170.4,28,538,2251,43247.6,0.1,0.0,0,0,0.0,0.0,1244,60602-42,POINT (-87.628309 41.883136)
60605,14,03/29/2020,04/04/2020,13,52,47,189,62,241,225,875.8,0.2,0.2,0,0,0.0,0.0,27519,60605-14,POINT (-87.623449 41.867824)
60605,15,04/05/2020,04/11/2020,13,65,47,236.2,79,320,287,1162.8,0.2,0.2,0,0,0.0,0.0,27519,60605-15,POINT (-87.623449 41.867824)
60605,16,04/12/2020,04/18/2020,28,93,102,337.9,104,424,378,1540.8,0.3,0.2,0,0,0.0,0.0,27519,60605-16,POINT (-87.623449 41.867824)
60605,17,04/19/2020,04/25/2020,25,118,91,428.8,108,532,392,1933.2,0.2,0.2,0,0,0.0,0.0,27519,60605-17,POINT (-87.623449 41.867824)
60605,18,04/26/2020,05/02/2020,17,135,62,490.6,160,692,581,2514.6,0.1,0.2,1,1,3.6,3.6,27519,60605-18,POINT (-87.623449 41.867824)
60605,39,09/20/2020,09/26/2020,12,392,44,1424.5,289,7128,1050,25902.1,0.0,0.1,1,3,3.6,10.9,27519,60605-39,POINT (-87.623449 41.867824)
60606,21,05/17/2020,05/23/2020,0,20,0,645,68,348,2193,11222.2,0.0,0.1,0,0,0.0,0.0,3101,60606-21,POINT (-87.63676 41.882634)
60610,15,04/05/2020,04/11/2020,15,97,38,248.6,96,378,246,968.8,0.2,0.3,1,1,2.6,2.6,39019,60610-15,POINT (-87.63581 41.90455)
60610,17,04/19/2020,04/25/2020,22,134,56,343.4,148,638,379,1635.1,0.1,0.2,2,3,5.1,7.7,39019,60610-17,POINT (-87.63581 41.90455)
60606,22,05/24/2020,05/30/2020,2,22,64,709.4,110,458,3547,14769.4,0.0,0.0,0,0,0.0,0.0,3101,60606-22,POINT (-87.63676 41.882634)
60606,31,07/26/2020,08/01/2020,0,46,0,1483.4,83,1266,2677,40825.5,0.0,0.0,0,1,0.0,32.2,3101,60606-31,POINT (-87.63676 41.882634)
60606,32,08/02/2020,08/08/2020,3,49,97,1580.1,78,1344,2515,43340.9,0.0,0.0,0,1,0.0,32.2,3101,60606-32,POINT (-87.63676 41.882634)
60615,10,03/01/2020,03/07/2020,,,,,3,3,7,7.2,,,0,0,0.0,0.0,41563,60615-10,POINT (-87.602725 41.801993)
60606,33,08/09/2020,08/15/2020,6,55,194,1773.6,87,1431,2806,46146.4,0.1,0.0,0,1,0.0,32.2,3101,60606-33,POINT (-87.63676 41.882634)
60606,34,08/16/2020,08/22/2020,3,58,97,1870.4,91,1522,2934,49080.9,0.0,0.0,0,1,0.0,32.2,3101,60606-34,POINT (-87.63676 41.882634)
60606,40,09/27/2020,10/03/2020,4,73,129,2354.1,83,1985,2677,64011.6,0.0,0.0,0,1,0.0,32.2,3101,60606-40,POINT (-87.63676 41.882634)
60606,41,10/04/2020,10/10/2020,5,78,161,2515.3,86,2071,2773,66784.9,0.1,0.0,0,1,0.0,32.2,3101,60606-41,POINT (-87.63676 41.882634)
60606,42,10/11/2020,10/17/2020,7,85,226,2741.1,107,2178,3450,70235.4,0.1,0.0,0,1,0.0,32.2,3101,60606-42,POINT (-87.63676 41.882634)
60607,28,07/05/2020,07/11/2020,16,503,54,1699.8,420,3497,1419,11817.8,0.0,0.1,0,4,0.0,13.5,29591,60607-28,POINT (-87.652727 41.876104)
60607,29,07/12/2020,07/18/2020,14,517,47,1747.2,453,3950,1531,13348.7,0.0,0.1,0,4,0.0,13.5,29591,60607-29,POINT (-87.652727 41.876104)
60601,20,05/10/2020,05/16/2020,3,66,20,449.7,78,444,532,3025.6,0.0,0.1,0,4,0.0,27.3,14675,60601-20,POINT (-87.622844 41.886262)
60605,19,05/03/2020,05/09/2020,14,149,51,541.4,137,829,498,3012.5,0.1,0.2,0,1,0.0,3.6,27519,60605-19,POINT (-87.623449 41.867824)
60605,20,05/10/2020,05/16/2020,6,155,22,563.2,144,973,523,3535.7,0.0,0.2,0,1,0.0,3.6,27519,60605-20,POINT (-87.623449 41.867824)
60605,21,05/17/2020,05/23/2020,14,169,51,614.1,178,1151,647,4182.6,0.1,0.1,0,1,0.0,3.6,27519,60605-21,POINT (-87.623449 41.867824)
60605,22,05/24/2020,05/30/2020,18,187,65,679.5,230,1381,836,5018.4,0.1,0.1,0,1,0.0,3.6,27519,60605-22,POINT (-87.623449 41.867824)
60605,23,05/31/2020,06/06/2020,7,194,25,705,203,1584,738,5756,0.0,0.1,0,1,0.0,3.6,27519,60605-23,POINT (-87.623449 41.867824)
60601,36,08/30/2020,09/05/2020,14,162,95,1103.9,284,3054,1935,20810.9,0.0,0.1,0,5,0.0,34.1,14675,60601-36,POINT (-87.622844 41.886262)
60619,10,03/01/2020,03/07/2020,,,,,2,2,3,3.3,,,0,0,0.0,0.0,61258,60619-10,POINT (-87.60569 41.744737)
60606,23,05/31/2020,06/06/2020,5,27,161,870.7,88,546,2838,17607.2,0.1,0.0,0,0,0.0,0.0,3101,60606-23,POINT (-87.63676 41.882634)
60606,24,06/07/2020,06/13/2020,0,27,0,870.7,67,613,2161,19767.8,0.0,0.0,0,0,0.0,0.0,3101,60606-24,POINT (-87.63676 41.882634)
60606,25,06/14/2020,06/20/2020,0,27,0,870.7,84,697,2709,22476.6,0.0,0.0,0,0,0.0,0.0,3101,60606-25,POINT (-87.63676 41.882634)
60606,26,06/21/2020,06/27/2020,2,29,64,935.2,89,786,2870,25346.7,0.0,0.0,1,1,32.2,32.2,3101,60606-26,POINT (-87.63676 41.882634)
60606,27,06/28/2020,07/04/2020,4,33,129,1064.2,104,890,3354,28700.4,0.0,0.0,0,1,0.0,32.2,3101,60606-27,POINT (-87.63676 41.882634)
60606,39,09/20/2020,09/26/2020,2,69,64,2225.1,77,1902,2483,61335.1,0.0,0.0,0,1,0.0,32.2,3101,60606-39,POINT (-87.63676 41.882634)
60607,30,07/19/2020,07/25/2020,13,530,44,1791.1,420,4370,1419,14768,0.0,0.1,0,4,0.0,13.5,29591,60607-30,POINT (-87.652727 41.876104)
60607,31,07/26/2020,08/01/2020,16,546,54,1845.2,383,4753,1294,16062.3,0.0,0.1,0,4,0.0,13.5,29591,60607-31,POINT (-87.652727 41.876104)
60607,32,08/02/2020,08/08/2020,31,577,105,1949.9,415,5168,1402,17464.8,0.1,0.1,0,4,0.0,13.5,29591,60607-32,POINT (-87.652727 41.876104)
60607,33,08/09/2020,08/15/2020,25,602,84,2034.4,389,5557,1315,18779.4,0.1,0.1,0,4,0.0,13.5,29591,60607-33,POINT (-87.652727 41.876104)
60612,14,03/29/2020,04/04/2020,54,135,157,393.5,167,448,487,1305.7,0.3,0.3,3,4,8.7,11.7,34311,60612-14,POINT (-87.687011 41.88004)
60607,42,10/11/2020,10/17/2020,51,833,172,2815,433,9449,1463,31932,0.1,0.1,0,4,0.0,13.5,29591,60607-42,POINT (-87.652727 41.876104)
60608,19,05/03/2020,05/09/2020,231,1192,292,1505,736,3253,929,4107.1,0.3,0.4,8,34,10.1,42.9,79205,60608-19,POINT (-87.670366 41.849879)
60608,42,10/11/2020,10/17/2020,122,2992,154,3777.5,824,20725,1040,26166.3,0.1,0.1,0,79,0.0,99.7,79205,60608-42,POINT (-87.670366 41.849879)
60609,17,04/19/2020,04/25/2020,222,562,361,913.9,502,1317,816,2141.6,0.4,0.4,8,18,13.0,29.3,61495,60609-17,POINT (-87.653382 41.812017)
60611,14,03/29/2020,04/04/2020,16,57,49,175.8,73,286,225,882,0.2,0.2,0,0,0.0,0.0,32426,60611-14,POINT (-87.620291 41.894734)
60606,28,07/05/2020,07/11/2020,3,36,97,1160.9,97,987,3128,31828.4,0.0,0.0,0,1,0.0,32.2,3101,60606-28,POINT (-87.63676 41.882634)
60607,39,09/20/2020,09/26/2020,41,739,139,2497.4,554,8223,1872,27788.9,0.1,0.1,0,4,0.0,13.5,29591,60607-39,POINT (-87.652727 41.876104)
60607,40,09/27/2020,10/03/2020,14,753,47,2544.7,325,8548,1098,28887.2,0.0,0.1,0,4,0.0,13.5,29591,60607-40,POINT (-87.652727 41.876104)
60607,41,10/04/2020,10/10/2020,29,782,98,2642.7,468,9016,1582,30468.7,0.1,0.1,0,4,0.0,13.5,29591,60607-41,POINT (-87.652727 41.876104)
60608,30,07/19/2020,07/25/2020,58,2022,73,2552.9,1007,11348,1271,14327.4,0.1,0.2,1,73,1.3,92.2,79205,60608-30,POINT (-87.670366 41.849879)
60608,33,08/09/2020,08/15/2020,80,2231,101,2816.7,851,13868,1074,17509,0.1,0.2,1,76,1.3,96.0,79205,60608-33,POINT (-87.670366 41.849879)
60608,34,08/16/2020,08/22/2020,103,2334,130,2946.8,917,14785,1158,18666.8,0.1,0.2,0,76,0.0,96.0,79205,60608-34,POINT (-87.670366 41.849879)
60608,35,08/23/2020,08/29/2020,80,2414,101,3047.8,846,15631,1068,19734.9,0.1,0.2,0,76,0.0,96.0,79205,60608-35,POINT (-87.670366 41.849879)
60608,36,08/30/2020,09/05/2020,59,2473,74,3122.3,727,16358,918,20652.7,0.1,0.2,1,77,1.3,97.2,79205,60608-36,POINT (-87.670366 41.849879)
60608,39,09/20/2020,09/26/2020,69,2698,87,3406.4,713,18378,900,23203.1,0.1,0.1,1,79,1.3,99.7,79205,60608-39,POINT (-87.670366 41.849879)
60602,26,06/21/2020,06/27/2020,1,14,80,1125.4,20,171,1608,13746,0.0,0.1,0,0,0.0,0.0,1244,60602-26,POINT (-87.628309 41.883136)
60628,18,04/26/2020,05/02/2020,111,758,166,1136,487,2228,730,3339.1,0.2,0.3,13,53,19.5,79.4,66724,60628-18,POINT (-87.621537 41.694192)
60609,18,04/26/2020,05/02/2020,301,863,490,1403.4,670,1987,1090,3231.2,0.4,0.4,6,24,9.8,39.0,61495,60609-18,POINT (-87.653382 41.812017)
60628,19,05/03/2020,05/09/2020,100,858,150,1285.9,523,2751,784,4123,0.2,0.3,12,65,18.0,97.4,66724,60628-19,POINT (-87.621537 41.694192)
60609,19,05/03/2020,05/09/2020,217,1080,353,1756.2,567,2554,922,4153.2,0.4,0.4,8,32,13.0,52.0,61495,60609-19,POINT (-87.653382 41.812017)
60636,16,04/12/2020,04/18/2020,65,256,202,795,151,545,469,1692.4,0.4,0.5,6,24,18.6,74.5,32203,60636-16,POINT (-87.668597 41.77599)
60609,20,05/10/2020,05/16/2020,246,1326,400,2156.3,807,3361,1312,5465.5,0.3,0.4,11,43,17.9,69.9,61495,60609-20,POINT (-87.653382 41.812017)
60609,21,05/17/2020,05/23/2020,231,1557,376,2531.9,782,4143,1272,6737.1,0.3,0.4,7,50,11.4,81.3,61495,60609-21,POINT (-87.653382 41.812017)
60613,17,04/19/2020,04/25/2020,37,221,74,441,188,798,375,1592.4,0.2,0.3,3,11,6.0,22.0,50113,60613-17,POINT (-87.661343 41.953742)
60613,20,05/10/2020,05/16/2020,14,332,28,662.5,238,1503,475,2999.2,0.1,0.2,3,23,6.0,45.9,50113,60613-20,POINT (-87.661343 41.953742)
60613,21,05/17/2020,05/23/2020,17,349,34,696.4,286,1789,571,3569.9,0.1,0.2,1,24,2.0,47.9,50113,60613-21,POINT (-87.661343 41.953742)
60603,18,04/26/2020,05/02/2020,,,,,9,27,767,2299.8,,,0,0,0.0,0.0,1174,60603-18,POINT (-87.625473 41.880112)
60603,16,04/12/2020,04/18/2020,,,,,2,15,170,1277.7,,,0,0,0.0,0.0,1174,60603-16,POINT (-87.625473 41.880112)
60603,17,04/19/2020,04/25/2020,,,,,3,18,256,1533.2,,,0,0,0.0,0.0,1174,60603-17,POINT (-87.625473 41.880112)
60602,28,07/05/2020,07/11/2020,2,17,161,1366.6,23,209,1849,16800.6,0.1,0.1,0,0,0.0,0.0,1244,60602-28,POINT (-87.628309 41.883136)
60609,22,05/24/2020,05/30/2020,139,1696,226,2757.9,675,4818,1098,7834.8,0.2,0.4,7,57,11.4,92.7,61495,60609-22,POINT (-87.653382 41.812017)
60609,23,05/31/2020,06/06/2020,54,1750,88,2845.8,384,5202,624,8459.2,0.1,0.3,6,63,9.8,102.4,61495,60609-23,POINT (-87.653382 41.812017)
60603,19,05/03/2020,05/09/2020,,,,,4,31,341,2640.5,,,0,0,0.0,0.0,1174,60603-19,POINT (-87.625473 41.880112)
60603,20,05/10/2020,05/16/2020,1,5,85,425.9,5,36,426,3066.4,0.2,0.1,0,0,0.0,0.0,1174,60603-20,POINT (-87.625473 41.880112)
60603,21,05/17/2020,05/23/2020,1,6,85,511.1,14,50,1192,4258.9,0.1,0.1,0,0,0.0,0.0,1174,60603-21,POINT (-87.625473 41.880112)
60609,24,06/07/2020,06/13/2020,47,1797,76,2922.2,434,5636,706,9165,0.1,0.3,2,65,3.3,105.7,61495,60609-24,POINT (-87.653382 41.812017)
60609,39,09/20/2020,09/26/2020,56,2575,91,4187.3,465,13672,756,22232.7,0.1,0.2,1,82,1.6,133.3,61495,60609-39,POINT (-87.653382 41.812017)
60609,42,10/11/2020,10/17/2020,118,2833,192,4606.9,586,15311,953,24898,0.2,0.2,1,84,1.6,136.6,61495,60609-42,POINT (-87.653382 41.812017)
60603,22,05/24/2020,05/30/2020,0,6,0,511.1,6,56,511,4770,0.0,0.1,0,0,0.0,0.0,1174,60603-22,POINT (-87.625473 41.880112)
60604,21,05/17/2020,05/23/2020,3,20,384,2557.5,11,74,1407,9462.9,0.3,0.3,0,0,0.0,0.0,782,60604-21,POINT (-87.629029 41.878153)
60610,26,06/21/2020,06/27/2020,26,300,67,768.9,475,3361,1217,8613.8,0.1,0.1,0,9,0.0,23.1,39019,60610-26,POINT (-87.63581 41.90455)
60610,27,06/28/2020,07/04/2020,22,322,56,825.2,480,3841,1230,9843.9,0.0,0.1,0,9,0.0,23.1,39019,60610-27,POINT (-87.63581 41.90455)
60610,28,07/05/2020,07/11/2020,27,349,69,894.4,600,4441,1538,11381.6,0.0,0.1,1,10,2.6,25.6,39019,60610-28,POINT (-87.63581 41.90455)
60610,29,07/12/2020,07/18/2020,22,371,56,950.8,649,5090,1663,13044.9,0.0,0.1,0,10,0.0,25.6,39019,60610-29,POINT (-87.63581 41.90455)
60603,23,05/31/2020,06/06/2020,0,6,0,511.1,17,73,1448,6218.1,0.0,0.1,0,0,0.0,0.0,1174,60603-23,POINT (-87.625473 41.880112)
60603,24,06/07/2020,06/13/2020,0,6,0,511.1,9,82,767,6984.7,0.0,0.1,0,0,0.0,0.0,1174,60603-24,POINT (-87.625473 41.880112)
60603,25,06/14/2020,06/20/2020,0,6,0,511.1,13,95,1107,8092,0.0,0.1,0,0,0.0,0.0,1174,60603-25,POINT (-87.625473 41.880112)
60603,26,06/21/2020,06/27/2020,0,6,0,511.1,7,102,596,8688.2,0.0,0.1,0,0,0.0,0.0,1174,60603-26,POINT (-87.625473 41.880112)
60603,28,07/05/2020,07/11/2020,0,6,0,511.1,15,135,1278,11499.1,0.0,0.0,0,0,0.0,0.0,1174,60603-28,POINT (-87.625473 41.880112)
60603,29,07/12/2020,07/18/2020,2,8,170,681.4,24,159,2044,13543.4,0.1,0.0,0,0,0.0,0.0,1174,60603-29,POINT (-87.625473 41.880112)
60610,30,07/19/2020,07/25/2020,27,398,69,1020,551,5641,1412,14457.1,0.0,0.1,0,10,0.0,25.6,39019,60610-30,POINT (-87.63581 41.90455)
60610,31,07/26/2020,08/01/2020,21,419,54,1073.8,613,6254,1571,16028.1,0.0,0.1,0,10,0.0,25.6,39019,60610-31,POINT (-87.63581 41.90455)
60610,32,08/02/2020,08/08/2020,22,441,56,1130.2,570,6824,1461,17488.9,0.0,0.1,0,10,0.0,25.6,39019,60610-32,POINT (-87.63581 41.90455)
